tier,filter_call,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,response,divisor,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
climatic_region_Polar,climatic_region == 'Polar',20,1000,mesh_1,17729,TRUE,8,evi_coef,1,-392475.752292419,130138,-3.01584281526087,cv_climatic_region_Polar_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_climatic_region_Polar_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',80,1000,mesh_3,3408,TRUE,8,evi_coef,1,-409055.810957365,130138,-3.14324648417345,cv_climatic_region_Polar_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_climatic_region_Polar_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',160,1000,mesh_4,1971,TRUE,8,evi_coef,1,-419124.446076021,130138,-3.22061539347478,cv_climatic_region_Polar_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_climatic_region_Polar_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',320,1000,mesh_5,1411,FALSE,7,evi_coef,1,-424712.108725199,130138,-3.26355183516881,cv_climatic_region_Polar_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_climatic_region_Polar_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHD,functional_biome == 'SHD',20,1000,mesh_1,8499,TRUE,8,evi_coef,1,-191840.042660027,57951,-3.31038364583919,cv_functional_biome_SHD_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHD_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHD,functional_biome == 'SHD',40,1000,mesh_2,3755,TRUE,8,evi_coef,1,-195910.41616678,57951,-3.38062183856672,cv_functional_biome_SHD_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHD_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHD,functional_biome == 'SHD',160,1000,mesh_4,1106,TRUE,8,evi_coef,1,-204299.152301383,57951,-3.52537751378548,cv_functional_biome_SHD_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHD_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',20,1000,mesh_1,7716,TRUE,8,evi_coef,1,-133047.250322769,37218,-3.57480924076439,cv_functional_biome_SHN_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHN_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',40,1000,mesh_2,3739,TRUE,8,evi_coef,1,-135648.731735949,37218,-3.64470771497525,cv_functional_biome_SHN_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHN_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',80,1000,mesh_3,2021,TRUE,8,evi_coef,1,-137720.275919508,37218,-3.70036745444431,cv_functional_biome_SHN_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHN_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',160,1000,mesh_4,1338,TRUE,8,evi_coef,1,-140058.628326261,37218,-3.76319598920579,cv_functional_biome_SHN_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHN_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',320,1000,mesh_5,1056,TRUE,8,evi_coef,1,-142094.830891138,37218,-3.81790614463804,cv_functional_biome_SHN_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SHN_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLB,functional_biome == 'SLB',20,1000,mesh_1,31354,TRUE,8,evi_coef,5,-302802.55865262,101490,-2.98357038774875,cv_functional_biome_SLB_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLB_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLB,functional_biome == 'SLB',40,1000,mesh_2,11150,TRUE,8,evi_coef,5,-306390.736593054,101490,-3.01892537780131,cv_functional_biome_SLB_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLB_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLB,functional_biome == 'SLB',80,1000,mesh_3,4201,TRUE,8,evi_coef,5,-311839.826863997,101490,-3.07261628597888,cv_functional_biome_SLB_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLB_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',20,1000,mesh_1,3989,FALSE,0,evi_coef,1,-56656.2842289379,18073,-3.13485775626281,cv_functional_biome_SLC_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLC_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',40,1000,mesh_2,2188,TRUE,8,evi_coef,1,-57931.0613364164,18073,-3.2053926485042,cv_functional_biome_SLC_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLC_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',80,1000,mesh_3,1380,TRUE,8,evi_coef,1,-59073.0662057886,18073,-3.26858109919706,cv_functional_biome_SLC_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLC_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',160,1000,mesh_4,1053,FALSE,7,evi_coef,1,-60132.060064411,18073,-3.32717645462352,cv_functional_biome_SLC_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLC_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',20,1000,mesh_1,18105,TRUE,8,evi_coef,2,-284905.039552841,105218,-2.70775950457946,cv_functional_biome_SLD_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLD_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',40,1000,mesh_2,6966,TRUE,8,evi_coef,2,-294055.842727695,105218,-2.79472944484494,cv_functional_biome_SLD_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLD_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',80,1000,mesh_3,2959,TRUE,8,evi_coef,2,-304179.646626151,105218,-2.89094685915101,cv_functional_biome_SLD_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLD_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',160,1000,mesh_4,1601,TRUE,8,evi_coef,2,-312950.699767851,105218,-2.97430762576604,cv_functional_biome_SLD_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLD_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',20,1000,mesh_1,37967,TRUE,8,evi_coef,8,-253379.978500769,108167,-2.34248873039623,cv_functional_biome_SLN_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLN_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',40,1000,mesh_2,13804,TRUE,8,evi_coef,8,-257214.109762453,108167,-2.37793513513782,cv_functional_biome_SLN_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLN_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',80,1000,mesh_3,5019,TRUE,8,evi_coef,8,-264446.714943003,108167,-2.44480030825486,cv_functional_biome_SLN_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLN_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',320,1000,mesh_5,1333,TRUE,8,evi_coef,8,-282305.355274341,108167,-2.60990279174185,cv_functional_biome_SLN_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SLN_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',20,1000,mesh_1,7300,TRUE,8,evi_coef,1,-135712.001359202,40961,-3.31320039450214,cv_functional_biome_SMB_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMB_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',40,1000,mesh_2,3596,TRUE,8,evi_coef,1,-140667.202011178,40961,-3.43417401946188,cv_functional_biome_SMB_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMB_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',80,1000,mesh_3,1934,TRUE,8,evi_coef,1,-143963.866381995,40961,-3.51465702453542,cv_functional_biome_SMB_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMB_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',320,1000,mesh_5,1046,TRUE,8,evi_coef,1,-149808.410608689,40961,-3.65734260903516,cv_functional_biome_SMB_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMB_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',20,1000,mesh_1,18007,TRUE,8,evi_coef,2,-305969.917050889,101929,-3.00179455357051,cv_functional_biome_SMD_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMD_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',40,1000,mesh_2,7213,TRUE,8,evi_coef,2,-314217.674028064,101929,-3.08271124045231,cv_functional_biome_SMD_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMD_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',80,1000,mesh_3,3067,TRUE,8,evi_coef,2,-322723.353289254,101929,-3.16615833854206,cv_functional_biome_SMD_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMD_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',40,1000,mesh_2,4140,TRUE,8,evi_coef,1,-170979.716620683,55898,-3.05878057570366,cv_functional_biome_SMN_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMN_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',80,1000,mesh_3,2263,TRUE,8,evi_coef,1,-176069.356348458,55898,-3.14983284461803,cv_functional_biome_SMN_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMN_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',160,1000,mesh_4,1570,TRUE,8,evi_coef,1,-180640.10631026,55898,-3.23160231690329,cv_functional_biome_SMN_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_SMN_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THB,functional_biome == 'THB',20,1000,mesh_1,2225,TRUE,8,evi_coef,1,-42577.0026345042,12858,-3.31132389442403,cv_functional_biome_THB_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THB_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THB,functional_biome == 'THB',40,1000,mesh_2,1205,TRUE,8,evi_coef,1,-43511.0888657624,12858,-3.3839702026569,cv_functional_biome_THB_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THB_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THB,functional_biome == 'THB',160,1000,mesh_4,616,TRUE,8,evi_coef,1,-45333.5300235803,12858,-3.52570617697778,cv_functional_biome_THB_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THB_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',20,1000,mesh_1,22300,TRUE,8,evi_coef,3,-360222.1240318,105652,-3.40951542830992,cv_functional_biome_THD_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THD_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',40,1000,mesh_2,8293,TRUE,8,evi_coef,3,-366670.062969256,105652,-3.47054540348745,cv_functional_biome_THD_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THD_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',160,1000,mesh_4,1536,TRUE,8,evi_coef,3,-382222.740503303,105652,-3.61775205867662,cv_functional_biome_THD_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THD_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',320,1000,mesh_5,977,TRUE,8,evi_coef,3,-389050.667109536,105652,-3.68237863087813,cv_functional_biome_THD_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THD_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THN,functional_biome == 'THN',20,1000,mesh_1,34185,TRUE,8,evi_coef,6,-355211.653232884,100203,-3.54492034403045,cv_functional_biome_THN_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THN_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THN,functional_biome == 'THN',40,1000,mesh_2,12612,TRUE,8,evi_coef,6,-359223.122385786,100203,-3.58495376770941,cv_functional_biome_THN_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THN_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_THN,functional_biome == 'THN',320,1000,mesh_5,1236,TRUE,8,evi_coef,6,-375237.455831693,100203,-3.74477266979725,cv_functional_biome_THN_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_THN_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',20,1000,mesh_1,19738,TRUE,8,evi_coef,3,-373195.41580142,100397,-3.71719688637529,cv_functional_biome_TLB_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLB_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',40,1000,mesh_2,7148,TRUE,8,evi_coef,3,-379921.338501456,100397,-3.78419015011859,cv_functional_biome_TLB_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLB_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',80,1000,mesh_3,2520,TRUE,8,evi_coef,3,-385711.311079697,100397,-3.84186092293292,cv_functional_biome_TLB_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLB_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',160,1000,mesh_4,1096,TRUE,8,evi_coef,3,-390060.29197716,100397,-3.88517876009402,cv_functional_biome_TLB_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLB_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',320,1000,mesh_5,627,TRUE,8,evi_coef,3,-393835.06106721,100397,-3.92277718524667,cv_functional_biome_TLB_mesh_5_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLB_mesh_5_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLC,functional_biome == 'TLC',20,1000,mesh_1,5649,TRUE,8,evi_coef,1,-150495.528951461,41852,-3.59589813990876,cv_functional_biome_TLC_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLC_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLC,functional_biome == 'TLC',80,1000,mesh_3,1546,TRUE,8,evi_coef,1,-157603.118119275,41852,-3.76572489054943,cv_functional_biome_TLC_mesh_3_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLC_mesh_3_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TLC,functional_biome == 'TLC',160,1000,mesh_4,1091,TRUE,8,evi_coef,1,-159658.756657092,41852,-3.81484174369427,cv_functional_biome_TLC_mesh_4_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TLC_mesh_4_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TMB,functional_biome == 'TMB',20,1000,mesh_1,19551,TRUE,8,evi_coef,2,-394001.464661146,110972,-3.55045835581179,cv_functional_biome_TMB_mesh_1_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TMB_mesh_1_grid_zhu_sensitivity.Rds,EVI Trend
functional_biome_TMB,functional_biome == 'TMB',40,1000,mesh_2,7581,TRUE,8,evi_coef,2,-402053.095528181,110972,-3.62301387312278,cv_functional_biome_TMB_mesh_2_grid_zhu_sensitivity,builds/cv_models/cv_functional_biome_TMB_mesh_2_grid_zhu_sensitivity.Rds,EVI Trend
