tier,filter_call,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,response,divisor,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
climatic_region_Cold,climatic_region == 'Cold',80,1000,mesh_3,6518,TRUE,8,evi_coef,9,-400785.945582865,107596,-3.72491491861096,cv_climatic_region_Cold_mesh_3_grid,builds/cv_models/cv_climatic_region_Cold_mesh_3_grid.Rds,EVI Trend
climatic_region_Cold,climatic_region == 'Cold',160,1000,mesh_4,2780,TRUE,8,evi_coef,9,-405519.778971272,107596,-3.76891128825674,cv_climatic_region_Cold_mesh_4_grid,builds/cv_models/cv_climatic_region_Cold_mesh_4_grid.Rds,EVI Trend
olson_biome_Deserts & Xeric Shrublands,olson_biome == 'Deserts & Xeric Shrublands',20,1000,mesh_1,41354,TRUE,8,evi_coef,10,-262470.420713333,103007,-2.54808334106743,cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_1_grid,builds/cv_models/cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_1_grid.Rds,EVI Trend
olson_biome_Deserts & Xeric Shrublands,olson_biome == 'Deserts & Xeric Shrublands',40,1000,mesh_2,15742,TRUE,8,evi_coef,10,-264614.809183381,103007,-2.56890123179377,cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_2_grid,builds/cv_models/cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_2_grid.Rds,EVI Trend
olson_biome_Deserts & Xeric Shrublands,olson_biome == 'Deserts & Xeric Shrublands',80,1000,mesh_3,5436,TRUE,8,evi_coef,10,-270251.656497923,103007,-2.62362418571479,cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_3_grid,builds/cv_models/cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_3_grid.Rds,EVI Trend
olson_biome_Deserts & Xeric Shrublands,olson_biome == 'Deserts & Xeric Shrublands',160,1000,mesh_4,2172,TRUE,8,evi_coef,10,-277398.760229325,103007,-2.69300882686929,cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_4_grid,builds/cv_models/cv_olson_biome_Deserts_&_Xeric_Shrublands_mesh_4_grid.Rds,EVI Trend
olson_biome_Flooded Grasslands & Savannas,olson_biome == 'Flooded Grasslands & Savannas',20,1000,mesh_1,4627,TRUE,8,evi_coef,1,-97924.2977164895,27597,-3.54836749344094,cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_1_grid,builds/cv_models/cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_1_grid.Rds,EVI Trend
olson_biome_Flooded Grasslands & Savannas,olson_biome == 'Flooded Grasslands & Savannas',40,1000,mesh_2,2146,TRUE,8,evi_coef,1,-101324.712462879,27597,-3.6715843194144,cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_2_grid,builds/cv_models/cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_2_grid.Rds,EVI Trend
olson_biome_Flooded Grasslands & Savannas,olson_biome == 'Flooded Grasslands & Savannas',80,1000,mesh_3,1188,TRUE,8,evi_coef,1,-104018.664744544,27597,-3.76920189674763,cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_3_grid,builds/cv_models/cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_3_grid.Rds,EVI Trend
olson_biome_Flooded Grasslands & Savannas,olson_biome == 'Flooded Grasslands & Savannas',160,1000,mesh_4,770,TRUE,8,evi_coef,1,-105570.839401512,27597,-3.82544622247027,cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_4_grid,builds/cv_models/cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_4_grid.Rds,EVI Trend
olson_biome_Flooded Grasslands & Savannas,olson_biome == 'Flooded Grasslands & Savannas',320,1000,mesh_5,627,TRUE,8,evi_coef,1,-106615.373971611,27597,-3.8632957919923,cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_5_grid,builds/cv_models/cv_olson_biome_Flooded_Grasslands_&_Savannas_mesh_5_grid.Rds,EVI Trend
"olson_biome_Mediterranean Forests, Woodlands & Scrub","olson_biome == 'Mediterranean Forests, Woodlands & Scrub'",20,1000,mesh_1,7699,TRUE,8,evi_coef,1,-195261.320157868,66479,-2.93718798655016,"cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_1_grid","builds/cv_models/cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_1_grid.Rds",EVI Trend
"olson_biome_Mediterranean Forests, Woodlands & Scrub","olson_biome == 'Mediterranean Forests, Woodlands & Scrub'",40,1000,mesh_2,3277,TRUE,8,evi_coef,1,-202298.44408596,66479,-3.04304282684698,"cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_2_grid","builds/cv_models/cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_2_grid.Rds",EVI Trend
"olson_biome_Mediterranean Forests, Woodlands & Scrub","olson_biome == 'Mediterranean Forests, Woodlands & Scrub'",80,1000,mesh_3,1616,TRUE,8,evi_coef,1,-208661.775064339,66479,-3.1387622416754,"cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_3_grid","builds/cv_models/cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_3_grid.Rds",EVI Trend
"olson_biome_Mediterranean Forests, Woodlands & Scrub","olson_biome == 'Mediterranean Forests, Woodlands & Scrub'",160,1000,mesh_4,1057,TRUE,8,evi_coef,1,-213464.244793923,66479,-3.2110026443527,"cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_4_grid","builds/cv_models/cv_olson_biome_Mediterranean_Forests,_Woodlands_&_Scrub_mesh_4_grid.Rds",EVI Trend
olson_biome_Montane Grasslands & Shrublands,olson_biome == 'Montane Grasslands & Shrublands',20,1000,mesh_1,15881,TRUE,8,evi_coef,1,-498657.660382076,172843,-2.88503243048359,cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_1_grid,builds/cv_models/cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_1_grid.Rds,EVI Trend
olson_biome_Montane Grasslands & Shrublands,olson_biome == 'Montane Grasslands & Shrublands',40,1000,mesh_2,5726,TRUE,8,evi_coef,1,-514553.582149862,172843,-2.97699983308472,cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_2_grid,builds/cv_models/cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_2_grid.Rds,EVI Trend
olson_biome_Montane Grasslands & Shrublands,olson_biome == 'Montane Grasslands & Shrublands',80,1000,mesh_3,2475,TRUE,8,evi_coef,1,-528430.316522479,172843,-3.05728503047551,cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_3_grid,builds/cv_models/cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_3_grid.Rds,EVI Trend
olson_biome_Montane Grasslands & Shrublands,olson_biome == 'Montane Grasslands & Shrublands',320,1000,mesh_5,965,FALSE,6,evi_coef,1,-555122.157863355,172843,-3.21171327657675,cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_5_grid,builds/cv_models/cv_olson_biome_Montane_Grasslands_&_Shrublands_mesh_5_grid.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',20,1000,mesh_1,17729,TRUE,8,evi_coef,1,-392364.79550646,130138,-3.01499020659961,cv_climatic_region_Polar_mesh_1_grid,builds/cv_models/cv_climatic_region_Polar_mesh_1_grid.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',40,1000,mesh_2,7265,TRUE,8,evi_coef,1,-399929.902512646,130138,-3.07312162867607,cv_climatic_region_Polar_mesh_2_grid,builds/cv_models/cv_climatic_region_Polar_mesh_2_grid.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',80,1000,mesh_3,3408,TRUE,8,evi_coef,1,-409076.704841945,130138,-3.14340703593066,cv_climatic_region_Polar_mesh_3_grid,builds/cv_models/cv_climatic_region_Polar_mesh_3_grid.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',160,1000,mesh_4,1971,TRUE,8,evi_coef,1,-419061.572040854,130138,-3.22013225991528,cv_climatic_region_Polar_mesh_4_grid,builds/cv_models/cv_climatic_region_Polar_mesh_4_grid.Rds,EVI Trend
climatic_region_Polar,climatic_region == 'Polar',320,1000,mesh_5,1411,TRUE,8,evi_coef,1,-424603.119235468,130138,-3.26271434350819,cv_climatic_region_Polar_mesh_5_grid,builds/cv_models/cv_climatic_region_Polar_mesh_5_grid.Rds,EVI Trend
functional_biome_SHD,functional_biome == 'SHD',20,1000,mesh_1,8499,TRUE,8,evi_coef,1,-191728.136061469,57951,-3.30845259031715,cv_functional_biome_SHD_mesh_1_grid,builds/cv_models/cv_functional_biome_SHD_mesh_1_grid.Rds,EVI Trend
functional_biome_SHD,functional_biome == 'SHD',40,1000,mesh_2,3755,TRUE,8,evi_coef,1,-195955.752140028,57951,-3.38140415419971,cv_functional_biome_SHD_mesh_2_grid,builds/cv_models/cv_functional_biome_SHD_mesh_2_grid.Rds,EVI Trend
functional_biome_SHD,functional_biome == 'SHD',160,1000,mesh_4,1106,TRUE,8,evi_coef,1,-204225.689675834,57951,-3.5241098458324,cv_functional_biome_SHD_mesh_4_grid,builds/cv_models/cv_functional_biome_SHD_mesh_4_grid.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',20,1000,mesh_1,7716,TRUE,8,evi_coef,1,-133028.585233069,37218,-3.57430773370599,cv_functional_biome_SHN_mesh_1_grid,builds/cv_models/cv_functional_biome_SHN_mesh_1_grid.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',40,1000,mesh_2,3739,TRUE,8,evi_coef,1,-135655.886127019,37218,-3.64489994430167,cv_functional_biome_SHN_mesh_2_grid,builds/cv_models/cv_functional_biome_SHN_mesh_2_grid.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',80,1000,mesh_3,2021,TRUE,8,evi_coef,1,-137726.448172821,37218,-3.70053329498686,cv_functional_biome_SHN_mesh_3_grid,builds/cv_models/cv_functional_biome_SHN_mesh_3_grid.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',160,1000,mesh_4,1338,TRUE,8,evi_coef,1,-140041.825038789,37218,-3.76274450638909,cv_functional_biome_SHN_mesh_4_grid,builds/cv_models/cv_functional_biome_SHN_mesh_4_grid.Rds,EVI Trend
functional_biome_SHN,functional_biome == 'SHN',320,1000,mesh_5,1056,TRUE,8,evi_coef,1,-142101.300433746,37218,-3.81807997296323,cv_functional_biome_SHN_mesh_5_grid,builds/cv_models/cv_functional_biome_SHN_mesh_5_grid.Rds,EVI Trend
functional_biome_SLB,functional_biome == 'SLB',20,1000,mesh_1,31354,TRUE,8,evi_coef,5,-302623.295338253,101490,-2.98180407269931,cv_functional_biome_SLB_mesh_1_grid,builds/cv_models/cv_functional_biome_SLB_mesh_1_grid.Rds,EVI Trend
functional_biome_SLB,functional_biome == 'SLB',40,1000,mesh_2,11150,TRUE,8,evi_coef,5,-306368.959829305,101490,-3.0187108072648,cv_functional_biome_SLB_mesh_2_grid,builds/cv_models/cv_functional_biome_SLB_mesh_2_grid.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',40,1000,mesh_2,2188,TRUE,8,evi_coef,1,-57890.6383390726,18073,-3.20315599729279,cv_functional_biome_SLC_mesh_2_grid,builds/cv_models/cv_functional_biome_SLC_mesh_2_grid.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',80,1000,mesh_3,1380,TRUE,8,evi_coef,1,-59043.6267131467,18073,-3.26695217800845,cv_functional_biome_SLC_mesh_3_grid,builds/cv_models/cv_functional_biome_SLC_mesh_3_grid.Rds,EVI Trend
functional_biome_SLC,functional_biome == 'SLC',160,1000,mesh_4,1053,TRUE,8,evi_coef,1,-60110.7262308189,18073,-3.32599602892818,cv_functional_biome_SLC_mesh_4_grid,builds/cv_models/cv_functional_biome_SLC_mesh_4_grid.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',20,1000,mesh_1,18105,TRUE,8,evi_coef,2,-284817.411193386,105218,-2.70692667788198,cv_functional_biome_SLD_mesh_1_grid,builds/cv_models/cv_functional_biome_SLD_mesh_1_grid.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',40,1000,mesh_2,6966,TRUE,8,evi_coef,2,-294101.420243695,105218,-2.79516261707783,cv_functional_biome_SLD_mesh_2_grid,builds/cv_models/cv_functional_biome_SLD_mesh_2_grid.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',80,1000,mesh_3,2959,TRUE,8,evi_coef,2,-304166.527712803,105218,-2.89082217598513,cv_functional_biome_SLD_mesh_3_grid,builds/cv_models/cv_functional_biome_SLD_mesh_3_grid.Rds,EVI Trend
functional_biome_SLD,functional_biome == 'SLD',160,1000,mesh_4,1601,TRUE,8,evi_coef,2,-312981.130354678,105218,-2.97459684041398,cv_functional_biome_SLD_mesh_4_grid,builds/cv_models/cv_functional_biome_SLD_mesh_4_grid.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',20,1000,mesh_1,37967,TRUE,8,evi_coef,8,-253024.01581766,108167,-2.33919786827461,cv_functional_biome_SLN_mesh_1_grid,builds/cv_models/cv_functional_biome_SLN_mesh_1_grid.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',40,1000,mesh_2,13804,TRUE,8,evi_coef,8,-257245.987700557,108167,-2.3782298455218,cv_functional_biome_SLN_mesh_2_grid,builds/cv_models/cv_functional_biome_SLN_mesh_2_grid.Rds,EVI Trend
functional_biome_SLN,functional_biome == 'SLN',80,1000,mesh_3,5019,TRUE,8,evi_coef,8,-264408.253831664,108167,-2.44444473667258,cv_functional_biome_SLN_mesh_3_grid,builds/cv_models/cv_functional_biome_SLN_mesh_3_grid.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',20,1000,mesh_1,7300,TRUE,8,evi_coef,1,-135619.150473695,40961,-3.31093358252228,cv_functional_biome_SMB_mesh_1_grid,builds/cv_models/cv_functional_biome_SMB_mesh_1_grid.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',40,1000,mesh_2,3596,TRUE,8,evi_coef,1,-140581.547625186,40961,-3.43208289898162,cv_functional_biome_SMB_mesh_2_grid,builds/cv_models/cv_functional_biome_SMB_mesh_2_grid.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',80,1000,mesh_3,1934,TRUE,8,evi_coef,1,-143984.046775456,40961,-3.5151496978945,cv_functional_biome_SMB_mesh_3_grid,builds/cv_models/cv_functional_biome_SMB_mesh_3_grid.Rds,EVI Trend
functional_biome_SMB,functional_biome == 'SMB',320,1000,mesh_5,1046,TRUE,8,evi_coef,1,-149782.626420763,40961,-3.65671312762781,cv_functional_biome_SMB_mesh_5_grid,builds/cv_models/cv_functional_biome_SMB_mesh_5_grid.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',20,1000,mesh_1,18007,TRUE,8,evi_coef,2,-306150.428749116,101929,-3.00356550882591,cv_functional_biome_SMD_mesh_1_grid,builds/cv_models/cv_functional_biome_SMD_mesh_1_grid.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',40,1000,mesh_2,7213,TRUE,8,evi_coef,2,-314066.344612495,101929,-3.08122658529462,cv_functional_biome_SMD_mesh_2_grid,builds/cv_models/cv_functional_biome_SMD_mesh_2_grid.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',80,1000,mesh_3,3067,TRUE,8,evi_coef,2,-322764.752934562,101929,-3.16656450013796,cv_functional_biome_SMD_mesh_3_grid,builds/cv_models/cv_functional_biome_SMD_mesh_3_grid.Rds,EVI Trend
functional_biome_SMD,functional_biome == 'SMD',320,1000,mesh_5,1135,TRUE,8,evi_coef,2,-337741.285935482,101929,-3.31349553057012,cv_functional_biome_SMD_mesh_5_grid,builds/cv_models/cv_functional_biome_SMD_mesh_5_grid.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',20,1000,mesh_1,9113,FALSE,7,evi_coef,1,-166096.539142834,55898,-2.97142186022458,cv_functional_biome_SMN_mesh_1_grid,builds/cv_models/cv_functional_biome_SMN_mesh_1_grid.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',40,1000,mesh_2,4140,TRUE,8,evi_coef,1,-171132.941898742,55898,-3.0615217342077,cv_functional_biome_SMN_mesh_2_grid,builds/cv_models/cv_functional_biome_SMN_mesh_2_grid.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',80,1000,mesh_3,2263,TRUE,8,evi_coef,1,-176211.702498658,55898,-3.15237937848685,cv_functional_biome_SMN_mesh_3_grid,builds/cv_models/cv_functional_biome_SMN_mesh_3_grid.Rds,EVI Trend
functional_biome_SMN,functional_biome == 'SMN',160,1000,mesh_4,1570,TRUE,8,evi_coef,1,-180715.154229359,55898,-3.2329449037418,cv_functional_biome_SMN_mesh_4_grid,builds/cv_models/cv_functional_biome_SMN_mesh_4_grid.Rds,EVI Trend
functional_biome_THB,functional_biome == 'THB',20,1000,mesh_1,2225,TRUE,8,evi_coef,1,-42533.9902031853,12858,-3.30797870611178,cv_functional_biome_THB_mesh_1_grid,builds/cv_models/cv_functional_biome_THB_mesh_1_grid.Rds,EVI Trend
functional_biome_THB,functional_biome == 'THB',40,1000,mesh_2,1205,TRUE,8,evi_coef,1,-43576.4101839036,12858,-3.38905041094288,cv_functional_biome_THB_mesh_2_grid,builds/cv_models/cv_functional_biome_THB_mesh_2_grid.Rds,EVI Trend
functional_biome_THB,functional_biome == 'THB',160,1000,mesh_4,616,TRUE,8,evi_coef,1,-45306.2827673979,12858,-3.52358708721402,cv_functional_biome_THB_mesh_4_grid,builds/cv_models/cv_functional_biome_THB_mesh_4_grid.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',20,1000,mesh_1,22300,TRUE,8,evi_coef,3,-360559.98005374,105652,-3.41271324777326,cv_functional_biome_THD_mesh_1_grid,builds/cv_models/cv_functional_biome_THD_mesh_1_grid.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',40,1000,mesh_2,8293,TRUE,8,evi_coef,3,-366680.732436184,105652,-3.4706463903777,cv_functional_biome_THD_mesh_2_grid,builds/cv_models/cv_functional_biome_THD_mesh_2_grid.Rds,EVI Trend
functional_biome_THD,functional_biome == 'THD',160,1000,mesh_4,1536,TRUE,8,evi_coef,3,-382194.193259117,105652,-3.61748185797824,cv_functional_biome_THD_mesh_4_grid,builds/cv_models/cv_functional_biome_THD_mesh_4_grid.Rds,EVI Trend
functional_biome_THN,functional_biome == 'THN',20,1000,mesh_1,34185,TRUE,8,evi_coef,6,-355349.669258524,100203,-3.54629770823752,cv_functional_biome_THN_mesh_1_grid,builds/cv_models/cv_functional_biome_THN_mesh_1_grid.Rds,EVI Trend
functional_biome_THN,functional_biome == 'THN',40,1000,mesh_2,12612,TRUE,8,evi_coef,6,-359084.946676014,100203,-3.58357480989605,cv_functional_biome_THN_mesh_2_grid,builds/cv_models/cv_functional_biome_THN_mesh_2_grid.Rds,EVI Trend
functional_biome_THN,functional_biome == 'THN',320,1000,mesh_5,1236,TRUE,8,evi_coef,6,-375267.734219884,100203,-3.74507484027308,cv_functional_biome_THN_mesh_5_grid,builds/cv_models/cv_functional_biome_THN_mesh_5_grid.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',20,1000,mesh_1,19738,TRUE,8,evi_coef,3,-373178.320643234,100397,-3.71702661078751,cv_functional_biome_TLB_mesh_1_grid,builds/cv_models/cv_functional_biome_TLB_mesh_1_grid.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',40,1000,mesh_2,7148,TRUE,8,evi_coef,3,-379959.46167276,100397,-3.78456987432652,cv_functional_biome_TLB_mesh_2_grid,builds/cv_models/cv_functional_biome_TLB_mesh_2_grid.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',80,1000,mesh_3,2520,TRUE,8,evi_coef,3,-385684.953592616,100397,-3.84159839031661,cv_functional_biome_TLB_mesh_3_grid,builds/cv_models/cv_functional_biome_TLB_mesh_3_grid.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',160,1000,mesh_4,1096,TRUE,8,evi_coef,3,-390062.541979998,100397,-3.88520117115051,cv_functional_biome_TLB_mesh_4_grid,builds/cv_models/cv_functional_biome_TLB_mesh_4_grid.Rds,EVI Trend
functional_biome_TLB,functional_biome == 'TLB',320,1000,mesh_5,627,TRUE,8,evi_coef,3,-393829.334182444,100397,-3.92272014285729,cv_functional_biome_TLB_mesh_5_grid,builds/cv_models/cv_functional_biome_TLB_mesh_5_grid.Rds,EVI Trend
functional_biome_TLC,functional_biome == 'TLC',20,1000,mesh_1,5649,TRUE,8,evi_coef,1,-150398.89724989,41852,-3.59358924901773,cv_functional_biome_TLC_mesh_1_grid,builds/cv_models/cv_functional_biome_TLC_mesh_1_grid.Rds,EVI Trend
functional_biome_TLC,functional_biome == 'TLC',80,1000,mesh_3,1546,TRUE,8,evi_coef,1,-157585.759601117,41852,-3.76531013096429,cv_functional_biome_TLC_mesh_3_grid,builds/cv_models/cv_functional_biome_TLC_mesh_3_grid.Rds,EVI Trend
functional_biome_TLC,functional_biome == 'TLC',160,1000,mesh_4,1091,TRUE,8,evi_coef,1,-159642.300859964,41852,-3.8144485534733,cv_functional_biome_TLC_mesh_4_grid,builds/cv_models/cv_functional_biome_TLC_mesh_4_grid.Rds,EVI Trend
functional_biome_TMB,functional_biome == 'TMB',20,1000,mesh_1,19551,TRUE,8,evi_coef,2,-393960.234690741,110972,-3.55008682091646,cv_functional_biome_TMB_mesh_1_grid,builds/cv_models/cv_functional_biome_TMB_mesh_1_grid.Rds,EVI Trend
functional_biome_TMB,functional_biome == 'TMB',40,1000,mesh_2,7581,TRUE,8,evi_coef,2,-402200.075795763,110972,-3.6243383537808,cv_functional_biome_TMB_mesh_2_grid,builds/cv_models/cv_functional_biome_TMB_mesh_2_grid.Rds,EVI Trend
functional_biome_TMB,functional_biome == 'TMB',160,1000,mesh_4,1573,TRUE,8,evi_coef,2,-416498.149334533,110972,-3.75318232828581,cv_functional_biome_TMB_mesh_4_grid,builds/cv_models/cv_functional_biome_TMB_mesh_4_grid.Rds,EVI Trend
functional_biome_TMC,functional_biome == 'TMC',20,1000,mesh_1,17977,TRUE,8,evi_coef,2,-391315.701602683,112526,-3.47755808970978,cv_functional_biome_TMC_mesh_1_grid,builds/cv_models/cv_functional_biome_TMC_mesh_1_grid.Rds,EVI Trend
functional_biome_TMC,functional_biome == 'TMC',80,1000,mesh_3,2839,TRUE,8,evi_coef,2,-407072.444460307,112526,-3.61758566429364,cv_functional_biome_TMC_mesh_3_grid,builds/cv_models/cv_functional_biome_TMC_mesh_3_grid.Rds,EVI Trend
functional_biome_TMC,functional_biome == 'TMC',160,1000,mesh_4,1500,FALSE,6,evi_coef,2,-412960.358379971,112526,-3.66991058404254,cv_functional_biome_TMC_mesh_4_grid,builds/cv_models/cv_functional_biome_TMC_mesh_4_grid.Rds,EVI Trend
functional_biome_TMD,functional_biome == 'TMD',20,1000,mesh_1,10076,TRUE,8,evi_coef,1,-200659.702714725,62301,-3.22081030344176,cv_functional_biome_TMD_mesh_1_grid,builds/cv_models/cv_functional_biome_TMD_mesh_1_grid.Rds,EVI Trend
functional_biome_TMD,functional_biome == 'TMD',40,1000,mesh_2,4762,TRUE,8,evi_coef,1,-206333.528045022,62301,-3.31188147935061,cv_functional_biome_TMD_mesh_2_grid,builds/cv_models/cv_functional_biome_TMD_mesh_2_grid.Rds,EVI Trend
functional_biome_TMN,functional_biome == 'TMN',20,1000,mesh_1,11991,TRUE,8,evi_coef,1,-298851.180426413,88710,-3.36885560169555,cv_functional_biome_TMN_mesh_1_grid,builds/cv_models/cv_functional_biome_TMN_mesh_1_grid.Rds,EVI Trend
functional_biome_TMN,functional_biome == 'TMN',40,1000,mesh_2,5260,TRUE,8,evi_coef,1,-308481.476604366,88710,-3.47741490930409,cv_functional_biome_TMN_mesh_2_grid,builds/cv_models/cv_functional_biome_TMN_mesh_2_grid.Rds,EVI Trend
functional_biome_TMN,functional_biome == 'TMN',80,1000,mesh_3,2579,TRUE,8,evi_coef,1,-316061.307761295,88710,-3.56285996800017,cv_functional_biome_TMN_mesh_3_grid,builds/cv_models/cv_functional_biome_TMN_mesh_3_grid.Rds,EVI Trend
functional_biome_TMN,functional_biome == 'TMN',160,1000,mesh_4,1582,FALSE,4,evi_coef,1,-321487.45722861,88710,-3.62402724865979,cv_functional_biome_TMN_mesh_4_grid,builds/cv_models/cv_functional_biome_TMN_mesh_4_grid.Rds,EVI Trend
