term,estimate,std_error,p_value,ci_lb,ci_ub,sig,response,olson_biome,clean_term,sdt_error,sig_pn
max_temp_coef,-0.0016573828537821,0.441474661761418,0.707355013169685,-0.0103102862243059,0.00699552051674168,non-significant,mean_evi,Temperate Conifer Forests,Max Temp Trend,0.00441474661761418,Non-Significant
map_coef,-0.0013803842430956,0.753525035285187,0.854651865442323,-0.0161494749346853,0.0133887064484941,non-significant,mean_evi,Temperate Conifer Forests,MAP Trend,0.00753525035285187,Non-Significant
human_modification,0.00893083477517016,0.225452109424596,7.49751955613879e-05,0.00451197343044807,0.0133496961198922,significant,mean_evi,Temperate Conifer Forests,Human Modification,0.00225452109424596,Sig. Positive
(Intercept),0.0734200411767686,1.81106071741577,5.04113769282487e-05,0.0379232511154195,0.108916831238118,significant,mean_evi,Boreal Forests/Taiga,Intercept,0.0181106071741577,Sig. Positive
nitrogen_depo,0.0305599770296568,2.87071116186216,0.287086341531893,-0.0257059617428416,0.0868259158021551,non-significant,mean_evi,Boreal Forests/Taiga,Nitrogen Deposition,0.0287071116186216,Non-Significant
mat_coef,-0.00222497754063574,1.33984739197679,0.868108659188213,-0.0284859864233807,0.0240360313421093,non-significant,mean_evi,Boreal Forests/Taiga,MAT Trend,0.0133984739197679,Non-Significant
max_temp_coef,-0.00954582902708755,0.548740007161557,0.0819356261465652,-0.0203011331674541,0.00120947511327896,non-significant,mean_evi,Boreal Forests/Taiga,Max Temp Trend,0.00548740007161557,Non-Significant
map_coef,-0.0166253551144134,2.10198369240546,0.428983930667638,-0.0578242354855605,0.0245735252567336,non-significant,mean_evi,Boreal Forests/Taiga,MAP Trend,0.0210198369240546,Non-Significant
human_modification,0.00683266800834297,0.399051290482856,0.0868593688973671,-0.000988737285121002,0.014654073301807,non-significant,mean_evi,Boreal Forests/Taiga,Human Modification,0.00399051290482856,Non-Significant
(Intercept),0.0502974181979039,2.80157926278081,0.0726109092397844,-0.00461353535259985,0.105208371748408,non-significant,mean_evi,Tundra,Intercept,0.0280157926278081,Non-Significant
nitrogen_depo,-0.029888551041188,3.95660013021639,0.45000821964336,-0.107437913593429,0.0476608115110533,non-significant,mean_evi,Tundra,Nitrogen Deposition,0.0395660013021639,Non-Significant
mat_coef,-0.00873266843036038,0.660615087366113,0.186210367854491,-0.0216807241427362,0.00421538728201543,non-significant,mean_evi,Tundra,MAT Trend,0.00660615087366113,Non-Significant
max_temp_coef,-0.00132401126145398,0.200928886930101,0.509935369858277,-0.00526221744528396,0.00261419492237599,non-significant,mean_evi,Tundra,Max Temp Trend,0.00200928886930101,Non-Significant
map_coef,0.0126563607614009,1.36867655368812,0.355120536116106,-0.0141696996908862,0.039482421213688,non-significant,mean_evi,Tundra,MAP Trend,0.0136867655368812,Non-Significant
human_modification,-0.0060124773282296,0.452100412281783,0.183560484157443,-0.0148736454089525,0.00284869075249334,non-significant,mean_evi,Tundra,Human Modification,0.00452100412281783,Non-Significant
