term,estimate,std_error,p_value,ci_lb,ci_ub,sig,response,super_biome,clean_term,sdt_error,sig_pn
n_depo_syndromemean_high_trend_decrease,0.0370655423098841,1.74084023191108,0.0332488144225119,0.0029450737644268,0.0711860108553413,significant,mean_evi,cold_tall,n_depo_syndromemean_high_trend_decrease,0.0174084023191109,Sig. Positive
n_depo_syndromemean_high_trend_increase,0.0453137069954334,1.79286090613458,0.0114950220005101,0.0101736332351957,0.080453780755671,significant,mean_evi,cold_tall,n_depo_syndromemean_high_trend_increase,0.0179286090613458,Sig. Positive
n_depo_syndromemean_high_trend_stable,0.0455675543208275,1.75925464341519,0.00959824034194144,0.0110861633098899,0.0800489453317652,significant,mean_evi,cold_tall,n_depo_syndromemean_high_trend_stable,0.0175925464341519,Sig. Positive
n_depo_syndromemean_low_trend_increase,0.07535233447151,1.77709892180631,2.24078485489925e-05,0.0405211956041063,0.110183473338914,significant,mean_evi,cold_tall,n_depo_syndromemean_low_trend_increase,0.0177709892180631,Sig. Positive
n_depo_syndromemean_low_trend_stable,0.0659789338516906,1.77098069525145,0.000195281450705241,0.0312677122247622,0.100690155478619,significant,mean_evi,cold_tall,n_depo_syndromemean_low_trend_stable,0.0177098069525145,Sig. Positive
n_depo_syndromemean_medium_trend_decrease,0.0499368533677533,1.75103620613298,0.00434993100530873,0.0156165437275469,0.0842571630079596,significant,mean_evi,cold_tall,n_depo_syndromemean_medium_trend_decrease,0.0175103620613298,Sig. Positive
n_depo_syndromemean_medium_trend_increase,0.0407199864178258,1.76400046326932,0.0209850823704009,0.0061455773377471,0.0752943954979045,significant,mean_evi,cold_tall,n_depo_syndromemean_medium_trend_increase,0.0176400046326932,Sig. Positive
n_depo_syndromemean_medium_trend_stable,0.0483297736090611,1.73945621154101,0.00546582410362972,0.0142364318628572,0.0824231153552649,significant,mean_evi,cold_tall,n_depo_syndromemean_medium_trend_stable,0.0173945621154101,Sig. Positive
n_depo_syndromemean_high_trend_increase,0.0169218112662115,2.36938439153391,0.475120764485384,-0.0295181228078531,0.0633617453402761,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_high_trend_increase,0.0236938439153391,Non-Significant
n_depo_syndromemean_low_trend_decrease,0.0241881190851332,2.34374787507436,0.302072156075906,-0.0217493392663243,0.0701255774365908,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_low_trend_decrease,0.0234374787507436,Non-Significant
n_depo_syndromemean_low_trend_increase,0.0287028158339796,2.3556940584804,0.223070046226873,-0.0174687877122362,0.0748744193801953,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_low_trend_increase,0.023556940584804,Non-Significant
n_depo_syndromemean_low_trend_stable,0.0228567983053188,2.34019653059082,0.328727769559737,-0.0230110536942614,0.0687246503048989,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_low_trend_stable,0.0234019653059082,Non-Significant
n_depo_syndromemean_medium_trend_decrease,0.0250735957858226,2.3273584668777,0.281341163833035,-0.0205426301649802,0.0706898217366254,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_medium_trend_decrease,0.023273584668777,Non-Significant
n_depo_syndromemean_medium_trend_increase,0.0135772529407165,2.35051401890069,0.56352125299194,-0.0324928218297369,0.0596473277111699,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_medium_trend_increase,0.0235051401890069,Non-Significant
n_depo_syndromemean_medium_trend_stable,0.015542151613808,2.34250513158358,0.507028365368361,-0.0303709489652301,0.0614552521928461,non-significant,mean_evi,not_cold_short,n_depo_syndromemean_medium_trend_stable,0.0234250513158358,Non-Significant
